text,label,
what is the process when my card is due to expire,9,
what happens when a beneficiary cant receive my transfer,7,
i did a transfer and was charged a fee that i shouldnt have been,64,
ive been waiting for a refund to show up and i dont see it on my statement yet,51,
what is the max amount of disposable cards im allowed,29,
why cant a beneficiary receive a money transfer from me,7,
hey i want to get a refund on something i bought but not sure how to go about it can you please just cancel the payment i have not received the item yet,52,
i wont be pleased unless i get a mastercard,73,
can you tell me why i was declined from getting cash,26,
is there an allowance on cards,15,
what is limit of disposable cards i can make per day,29,
i couldnt pay with my card,25,
what is the charge for topping up a card,57,
i tried to use my card to withdrawal money from the atm in notting hill but it didnt work this is the first time ive tried using it is my card working,26,
i tried activation my card and it didnt employment,0,
why is there a charged fee for debit or credit card payment,15,
why did the transfer fail when i attempted to do it earlier,35,
you sent me a card and now i want to link it,13,
when do i get my pin,38,
i would like to have assistance with activating my card,0,
i want to know which currencies and cards are supported can you provide a list,54,
i am suppose to be getting a refund from something i purchased but it hasnt showed up in my account,51,
can i revive a physical card,43,
tell me how to get a refund for something i bought,52,
which currencies are allowed,36,
hi i checked my transactions and saw that i was charged twice during a restaurant visit i would like to get my money back,63,
can you show me how to verify the topup card,71,
how long does it actually take for a card payment to go through theres one stuck since a couple days already that doesnt seem to move,45,
i did a payment but it was reverted by the app,53,
is it possible to get another card,39,
why is this payment on my app,16,
do you support countries other than mine,24,
why isnt my deposit in my account,6,
why has my transfer been declined,27,
i tried to withdraw some money from an atm this morning but wasnt able to get the amount of cash i needed the amount in the app says what i was trying to withdraw was deducted but i dont have any money what do i do about this,75,
how can i tell if someone else is using my card,22,
what are the benefits of a disposable card,37,
i need help proving that this is really me and to verify my identity,68,
was there a number to track that i could get,11,
i need quickly transfer something from china about how long will it take,67,
can i top up,60,
is there a limit to how much i can topup,60,
theres a card payment i didnt make,16,
if i lost my phone how can i stop someone from accessing my account through the app,42,
how come i got blocked for entering wrong pins,49,
how long until the transfer is reflected on my account balance,67,
i want to transfer some money from my other bank account into this one,65,
i still havent gotten my new card when will it get here,11,
i am confused why there is cash i did not accept in my account,20,
why does my card continually get declined i thought i had enough money in there but ive tried several times now and it still isnt working,27,
why did i get a fee from the atm,19,
my card payment has the wrong exchange rate,17,
my transfer failed,35,
please explain the charge of 1l in error i have purchased nothing in this amount,34,
my app is showing a cash balance that i did not receive,20,
someone stole my wallet a couple of hours ago now and they have taken money from my account is there any way that you can help so i wont lose any more of my money,20,
how will i know when i get my refund,51,
what is a virtual and how do i get one,40,
what are my payment options for topping off my account,58,
hi im a university student studying abroad and i noticed that when i was trying to crossreference my budget for this month that there were extra fees i was not expecting why is that ive had this account for years and i havent had any trouble so far it might not even be on your alls end since im still new to international travel and finance but i wanted to double check in case a mistake was made,64,
can i have a third card,39,
there is a €1 extra fee in my statement,34,
will i be charged a fee to top up using a debit or credit card,57,
i have a transfer waiting,48,
why does my statement show various transaction times,63,
i have a pending payment on my card why,45,
am i allowed to get an account for my daughter,1,
im still waiting for a money transfer to show,48,
the exchange rate for my cash withdrawal was incorrect,76,
my money transaction cant be seen by the person i sent it to,66,
why didnt my transfer complete,35,
how do i take a block off my card,49,
if i exchange currencies on a frequent basis can i receive a discount,31,
i would like my money back for an item i purchased,52,
are money transfers free,64,
why would a card payment be declined,25,
what us credit cards do you accept,54,
why was my account assessed a fee for an atm transaction,19,
where is my new card if i havent received it yet,11,
do topups have a limit,60,
is there a way to get around fees,15,
can i make a withdraw in my home currency at an atm im on vacation and dont have cash with me this is cause for a bit of concern is it possible to withdraw here without additional fees,76,
where do i find my code to verify my topup card,71,
explain the extra fee on my card when paying,15,
can i give a second card for this account to my daughter,39,
how quickly can you get me my card,12,
where is the tracking number for the card,11,
i purchased something and already received it why hasnt the money taken out,53,
i need to delete my account,55,
when will my transfer arrive,66,
are there downsides to using a disposable virtual cards,29,
i want to add money automatically when i travel,4,
i want a refund on a direct debit,28,
need a new card mine is expiring,9,
when will the money reach my account,67,
hello i believe there has been a mistake made on the exchange rate for my card could you please check the official interbank exchange rate for me,17,
what is the price for a physical card,43,
i made a purchase and would like to get a refund for what i bought can you have the money put back in my account,52,
the app wont identify me,68,
how long do eu transfers actually take i bought something online a couple days ago sent the money immediately online but the seller says its still not there yet,48,
where can i find out how to transfer money into my account,65,
hi yesterdays i was unable to do online shopping as it was getting declined today i am facing the same issue please help me in this respect,27,
how do i find out my source of funds,70,
whats the wait time for european transfers,67,
how can i verify if a cash withdrawal was made from my account i still have my card with me but i did not authorize the withdrawal that just occurred,20,
im unhappy with the exchange rate your cash transactions,76,
whats the topup limit,60,
there are a couple of payments with my card shown in the app that in reality i didnt make maybe someone has access to my cardcan you check whats the issue,16,
cancel transaction,8,
i found my lost card am i still able to use it,13,
i am confused about your fee structure and was disappointed to see a fee for my transfer,64,
i saw that my transfer was declined,27,
i cant withdraw any money from my account ive tried a couple different atm machines and both of them wouldnt give me my money whats going on is my account frozen or something,26,
my cash withdrawal shows as pending still,46,
i have been overcharged,63,
i would like to get a few more physical cards,39,
when will my top up go through,47,
how do i know if my top up worked,59,
i did a bank transfer and my balance isnt current,5,
what is this fee debit on my account,34,
am i charged more for using the atm,19,
why is the payment showing as pending from things i bought this morning,45,
i would like to cancel my purchase,52,
how many years old do i have to be,1,
my card has not come in the mail yet,11,
how can i use my american express to add money into my account,54,
i entered my pin in wrong and got it frozen how many tries do i have,26,
why hasnt my virtual card arrived,40,
i didnt withdraw cash but i see that transaction on my app,20,
i noticed that the funds were returned to my bank account what happened,61,
i made a mistake on the last transfer i made who must i speak with to cancel,8,
looks like my card payment was made twice by mistake i went to pay at the store earlier which rejected once second time it worked app is on pending for one of the payments can you please remove one of them as its wrong and clearly was declined,63,
this morning i wanted to make a withdrawal before work but my card was declined please double check it for me as this is the first time it was declined,26,
a transfer could not be completed,35,
its been two weeks and i havent gotten my card what do i do,11,
can you tell me where to find the topup verification code,71,
i cant use the app because i got mugged yesterday and they took everything i need some help,42,
how do i get a new expiration date,9,
if im not using my account should i close it or just let it sit,55,
why when paying with the card was i charged an extra fee,15,
my card hasnt arrived,11,
i need to exchange between different currencies like gbp and usd can i do that with your app,33,
when will a refund post to my account,51,
i could not get the cash i wanted,75,
what is the dollar that i have pending on my statement there,34,
my payment has been returned,53,
why is the cash withdrawal under pending,46,
what should i do if someone stole my phone,42,
what are the steps for getting money from a friend,50,
theres a payment in the app that i didnt authorize,16,
why is your exchange rate so bad,17,
how much for a physical card,43,
i got notified that my top up has been reverted why,61,
what is this direct debit in my statement,28,
what does it cost to receive a sepa transfer,56,
i was charged several times for something,63,
i have a fee and i dont know why,15,
how can i reset my darned pin number,49,
do you accept mastercard,54,
i sent a payment but the person i sent it to says they dont have it,66,
i do not have my pin yet,38,
i am unhappy with an item i bought how do i get a refund,52,
my transfer into my account isnt showing up,5,
there was just a withdrawal but it wasnt me ive never even visited the town where the withdrawal happened,20,
how do i get a card in the eu,24,
what is your exchange rate between uk pounds and russian rubles for my last transaction,17,
my exchange seems to have something wrong with it i changed over russian ruble to uk pounds and it appears i was charged way more than i was supposed to be,17,
why was i charged an additional 1,34,
is identity verification required for me to use my account,74,
i just looked at my app and it seems i was charged extra why is that,34,
id like to make a sepa transfer to my account but will i be charged,56,
how long until my card will get here,12,
what steps do i need to do to delete my account,55,
how long will my topup be pending,47,
please tell me how i can receive a physical card,43,
i need to update my phone number,30,
my cash balance less than what i thought,75,
i lost my phone can i use my card without the app,42,
can you tell me the restrictions for the disposable cards,29,
i need to make my card pin a different number,21,
its not letting me transfer money to my beneficiery,7,
what if i need to use gbp instead of usd,33,
are there steps i need to take before my card expires,9,
i seem to have lost my card,41,
why wont the machine accept my card anymore,14,
i am still waiting for a money transfer to appear,48,
why are you charging me a transfer fee,64,
i left my card at a restaurant and now its missing,41,
what are the steps to get my card back that was kept by the atm,18,
i received my american express in apple pay is there a reason why top up is not functioning properly,2,
i cant get my actual card to work,14,
why isnt my id verified,68,
how to i go about getting my virtual card,40,
i couldnt get money from the atm,26,
the app is saying i made a withdrawl but i didnt,20,
is there a topup limit that i have to stay under during a given period of time,60,
i would like to know how to work out where my funds came from,70,
atm refused to give me money,26,
how come when i asked for 100 it only gave me 2000 in the app,75,
please help me with the activation of the new card,0,
how do i get a refund for an item i bought,52,
i transferred money and it hasnt come yet,66,
i have been waiting for my card payment to be moved from pending status for an unusually long time what is going on here and do you have an idea of when i can expect it to go through,45,
what documentation do you accept for the identity check,69,
explain to me why a transfer would be declined,27,
i have a transfer that was declined,27,
when will my account receive the money,67,
my card still hasnt arrived after two weeks now what,11,
my transfer isnt in,66,
i am seeing in the app a some cash withdrawal that i did not do,20,
i didnt want to make a transaction i want to revert it,8,
how do i get into my account and edit my details,30,
help me figure out why my transfer was declined,27,
please tell me the limit to toppingup,60,
tell me about the card pin,38,
activate my card,0,
my transfer hasnt appeared yet,48,
how can i request cash back the atm just gave me a different amount than what ive been charged though,75,
where can i verify my identity,69,
must i verify my identity,74,
the cash i deposited using the atm is still pending,46,
why was my virtual card rejected,72,
what systems do you have in place for my security when using my card for everyday purchases,37,
what do i need to do to get a card,43,
i noticed a charge for a transfer why is this is it because i did an international transfer,64,
what if my top up didnt work,59,
i need to dispute a direct debit,28,
looks like my topup has been cancelled,59,
i dont recognize some transactions is someone else using it,22,
can i get my money back on an item,52,
can money be exchanged from one currency to another,33,
i tried my pin too many times,49,
can you tell me why my card was declined,25,
i have not used my card all day however there is an unusual payment showing in my app i would like to have that amount reimbursed,28,
where can i find out where my funds came from,70,
will there be a charge for topping up by account with a sepa transfer,56,
why do i need to verify the top up,71,
i cant get money out of the atm is my card actually working its the first time i tried using it,26,
my money transaction hasnt arrived,66,
if i lost my phone what steps do i need to take to stop someone from using my account,42,
can i reactivate a card,13,
why cant i transfer my money into someone elses account i should be able to do so right why does it keep rejecting my transfer theres no reason all my info is correct and the money is there,35,
please cancel my most recent transfer it was a mistake this is an emergency it needs to be canceled before it goes through,8,
so my topup failed could you tell me why,59,
im using the app and i noticed a payment that i didnt make,16,
what are the charges for recieving sepa transfers,56,
how can i track my cards delivery,11,
the cash i got at the atm is still in my account,46,
why did my topup fail,59,
how do i find out about transfers,50,
are there any limits if i use these virtual cards,29,
i cant seem to get my virtual card to work,72,
my transfer was not approved,27,
how do i see my card in the app,13,
i would like a visa card,73,
can you please assist me in completing a transfer im trying and i keep getting an error im trying to purchase a flat and pay the initial mortgage payment all i keep getting is an error can you find out whats happening here,35,
i think i may have been charged 1 extra on my app could you provide some insight as to why this may have happened,34,
what currencies can i use to add money to my account,54,
are my contactless settings correct i tried to use it today but it wasnt working,23,
my card was declined at a restaurant today and i dont know what the problem is,14,
my card was refused why,25,
i want to get a new card before my current one expires how much will it cost me and how long will it take to get here,9,
top up my card please which yall support,54,
why is a transfer to a beneficiary not possible,7,
how long does it take for the money to show up in my account,67,
can i transfer my payroll to the bank,50,
what is the charge for paying with my card,15,
verify my source of funds,70,
what do i do if i believe to be a victim of credit card fraud,22,
can someone please tell me how much i can topup,60,
how can i look at where my available cash is coming from,70,
the atm did not give me my card back,18,
if i can i would like to get both mastercard and visa from you,73,
i am trying to make a transfer to a different account but they keep getting declined i have double checked all the details and the information is correct,27,
not sure what my password is,44,
what is the matter,28,
where are cards available to order,43,
no visa please i want to continue with mastercard,73,
why do i have to give you my drivers license,74,
what is needed for identity verification,69,
do you have the option for a disposable virtual card,37,
i lost my phone what should i do,42,
is it possible for me to give my daughter a second card for this account,39,
im cancelling this charge i still have not received what i bought from these people a while ago,52,
i was given the wrong amount of cash,75,
this card payment isnt is recognition,16,
my statement shows a strange direct debit,28,
what should i do if someone else used my card,22,
how can i revert a transaction from this morning,8,
please help me with my card as i have tried to use my card in two different atms but repeatedly it was declining by atm,26,
there was an extra fee when i paid with the card,15,
what do i do if my card has been lost or stolen,41,
i have an unauthorized direct debit on my account,28,
i dont see my top up in my wallet,62,
where is the cash i deposited,6,
where is my money transfer,67,
i have to verify my identity what do i need to do,69,
where can i check to see if there will be a fee added to my payment are there specific instances that will result in a fee added,15,
why will my transfer not go through keep getting an error message,7,
why did i get declined transfer,27,
please help me my disposable virtual card wont work right,72,
if i dont live in the uk can i still get a card,24,
i received the wrong amount of cash,75,
the cash withdrawal i took seems to be off the exchange rate is wrong,76,
are there cash machines where i can change my pin,21,
can i use google pay for topping up,2,
there are transactions that i dont remember making i think someone might have gotten my card details and is now using it,22,
im having issues with my card you guys keep declining it for some reason i havent had any issues up until this point what is going on ive tried a handful of times with the same unfortunate result,27,
i didnt make a payment at this business,16,
i just got my new card and tried using it and it was declined,25,
i would like to receive instructions showing the verification process for top up cards,71,
how do i get a new card sent to china,9,
hello id like to inform you of an issue im currently experiencing the goods i have ordered from your website have still not arrived yet it has been over 3 weeks i would like to be issued a refund swiftly and be redirected to more competent people thank you for your assistance,52,
give me a refund,52,
the exchange rate you are using is really bad this cant possibly be the official interbank exchange rate,17,
why is my transfer stuck on pending,48,
is there a fee for adding funds with a credit card,57,
what types of topup methods do you accept,58,
how do i go about exchanging currencies with this app,33,
this debit is not my transcation how do i get my money out back,28,
is there a transaction limit on a disposable card,29,
still waiting for transfer to be completed,66,
please help me i dont know my code to get into the app,44,
am i able to track a card that has already been sent,11,
the balance hasnt changed yet after depositing a cheque with some money,6,
do yo charge a fee for exchanging foreign currencies,31,
can a friend top up my account,62,
earlier today i took money out the atm after checking the app the amount is so much higher than the amount i received,75,
where do i go to update details,30,
my payment did not go through because the app reverted it,53,
why did my card payment not work,25,
tell me why my card payment has been declined,25,
how do i close my account since im dissatisfied,55,
how do i verify my identity,69,
i may no longer need gbp but instead i will need aud how can i go about making this change,33,
i forgot my passcode now what,44,
can i change my pin at a nearby atm when in spain i think someone saw my pin and i need to change it but am on vacation,21,
i have a payment that i didnt make,16,
whats wrong with my id i cant verify it,68,
how can i check on the status of my new card,11,
hi need your help for getting the refund or cancel the payment of an item i have ordered but still have not received it,52,
can i get a card if i live in the usa,24,
what currencies can my account be in,36,
i need to be made aware when i am being charged an extra amount for payments please i looked over the app earlier and noticed an additional feel related to one of the payments i was not warned about this before,15,
are you sure this is the interbank exchange rate this rate is really bad,17,
what caused my topup to be returned,61,
i have a us credit card will you accept it,54,
is it possible to exchange usd and gbp on the app,33,
can you tell me if i can track the card you sent me,11,
will i be charged to top off my account,56,
the amount of cash i selected to withdraw is different than what i received,75,
why isnt topup working my topup money disappeared after i saw that it was successfully transferred is it gone where did it go,61,
card payment is showing as pending,45,
i still havent received my card in the mail,11,
what atms accept my card,3,
where can i withdraw money from,3,
why is there a fee for doing a transfer,64,
the app reverted after i toppedup,61,
how can i dispute a debit transaction,28,
am i allowed to use different currencies,50,
why do we need to verify topups,71,
can i use the card at any cash machine,3,
there was money taken out of my account and im pretty sure i didnt do it,20,
tell me how a top up would be reverted,61,
will i be charged a fee for topping up using a european card,57,
what time will a transfer from the us take,67,
in regards to the pin of the card,38,
please specify any limitations that come along with disposable cards,29,
i want to shut down my account as soon as possible,55,
why has my topup been denied,59,
my salary is received in the form of gbp is it necessary to configure this if so where is this done,50,
i think my top up was reversed,61,
i believe my exchange rate is incorrect,76,
i seem to have been charged to much for my holiday purchases the exchange rate is wrong,17,
how do i update my address,30,
when exchanging currencies is there an extra fee,31,
i cannot withdraw money from the atm,26,
how do i edit the personal details on my account,30,
what do i do if i completed a money transfer but the recipient hasnt received it,66,
a pending charge of 1l appears on my statement please explain as i have not made a purchase for that amount,34,
what is the verification code for my top up card,71,
the topup card is verified how,71,
how far is the closest atm from me,3,
can i have money of different country of origin,36,
how is the current exchange rate,32,
i put money into my account in the form of a cheque but my balance did not change,6,
i lost my wallet and all my cards were in it,41,
do i have a limit to the number of topups per day,60,
i did not get the right amount of cash from the atm,75,
is there any fees for top ups,57,
i need to know which flat currencies are supported by you,36,
i wasnt able to withdraw money at an atm,26,
the app does not believe that i am myself,68,
is american express supported for adding money into my account,54,
when will i see my cash since i already deposited my check,6,
daughter needs card how do i add her,39,
i want to create a new pin,21,
someone else made a direct debit transaction on my account,28,
i am unable to use my card,14,
can you tell me the cost of a transfer,56,
can i use my american express card to add money into my account,54,
can i get a visa or does it have to be something else,73,
why are you charging me fees for using my card,15,
is there a fee for topping off a us card,57,
can i transfer from swift,56,
i ordered my card but it hasnt been delivered yet,11,
why am i being charged for withdrawing cash funds,19,
how do you do exchanges,32,
can i set automatic top ups,4,
how do i verify the top up,71,
what steps do i need to get another card,39,
why do i need to show id,69,
is there a way for me to check my balance,70,
why are my transfers not going through i have tried over 4 times to get it to work this is just a simple transfer is something else causing this in the system is it broken,35,
would you give me a mastercard and visa,73,
is it possible for friends to top up my account,62,
where do i verify a topup card,71,
what is taking so long on my transfer from the us,67,
okay i found my card can i put it back in the app,13,
what is the handling fee for transfer,56,
could i chose the date to have it delivered,12,
i would like a physical card sent to me,43,
i deposited cash into my account a week ago and it is still not available please tell me why i need the cash back now,6,
i think my card is lost what do i do,41,
is there a topping up limit,60,
how long does it take to activate the card as it does not look like its working,0,
is it possible to change from aud to gbp,33,
which cash machines will allow me to change my pin,21,
when will the money show in my account,67,
i forgot my phone at the hotel so i cant access the app,42,
why did my payment go back to my account when i bought something,53,
i cant seem to make a standard bank transfer i have tried at least five times already but none of them are going through please tell me what is wrong,35,
i see an extra 1 charge on my statement why is this,34,
what steps do i have to go through in order to activate my new card,0,
what is the process for transferring money into my account,65,
details need to be modified,30,
is my child too young to sign up,1,
i think the rate that was applied to my purchase using foreign currency is wrong help,17,
how do i add an existing card to the app,13,
i need my purchase cancelled,52,
i had the wrong exchange rate applied to some cash i got abroad,76,
can it specifically be delivered on a certain date,12,
the rate applied to my foreign currency at an atm was incorrect,76,
will i be charged for topping up my account using a bank transfer,56,
i have an unusual payment in my statement,16,
my card is about to expire where do i get a new one,9,
can you assist on apple watch top ups,2,
why do i have two charges it should only be one charge,63,
my cash withdrawal was declined why,26,
what is the extra fee that showed up on my card,15,
when can i expect to receive my card,12,
why do you need to verify my identity,74,
where can i find my topup verification code,71,
my pin was blocked,49,
i was mugged they took everything i cant use the app what do i do,42,
please let me know how to change my pin,21,
are there certain cards and currencies you support,54,
how do i get a new card,43,
why is my refund missing in my statement,51,
my card never arrived,11,
how long do i have to wait for my bank transfer to appear in my account,5,
why is my refund not showing up on the statement,51,
my identity wasnt verified,68,
what is the top up rate charge for using a card in the us,57,
i payed with the card and there was an extra fee,15,
im trying to make a payment to my new landlord even though the payment was sent a few days ago it isnt clearing on their side can you verify that payment has been made,66,
how long do i wait for a transfer to take,48,
i see an unfamiliar payment on my statement,16,
my marital status has change i got to correct my name to reflect that,30,
i would like to know how to transfer money into my account,65,
why was the exchange wrong for the item i purchased,17,
can i top up online,58,
my wallet was stolen and all my credit cards were in there help,22,
i bought something and received it but the payment went back to my account is the seller okay,53,
what is the fee to topup my account,56,
is the pin sent in another message,38,
how do i shut down my account and get out of this company,55,
i transferred some money but the balance stayed the same,5,
how can my boss pay me directly to the card,50,
why do i have to verify my topup card,71,
what do you think of the exchange rate,32,
i cant see a verification code anywhere,71,
the exchange rate i got for cash was wrong,76,
i was charged a fee for a transfer where did it come from,64,
in the app i see a payment that is not mine,16,
theres a card payment with a name i dont recognize,16,
what is the purpose of requiring my identification,74,
why hasnt my cheque processed,6,
can i use my card in another institutions atm,3,
i have one of your cards but i dont know how to link it,13,
what do you demand for identity verification,69,
do i need to set a limit on auto topup,4,
i just saw a charge for a cash withdrawal that i made atm withdrawals have always been free in the past so why is there suddenly a charge what is it going to cost me now,19,
two days ago i did a transfer to another account within the country it doesnt appear the transfer went through i have verified the account number several times could you please check on this for me,66,
im worried that my card has been compromised because i see a payment that i didnt make,16,
where can i find your exchange rates,32,
why do you charge for transfers,56,
my bill shows the same charge more than once,63,
i topped up about half an hour ago and the charge is still pending im a new customer and today is my first time doing this can you fix it it doesnt seem to be working,47,
hi there i came across a problem with my top up and my money is missing was there a system error,61,
where has my transferred money gone,66,
can you check about unauthorized use of my card i think someone is using mine without my knowledge,22,
unable to complete transfer states declined,27,
what is the significance of verifying the topup,71,
where do i pay with my debit or credit card,10,
is there a reason my cash withdrawal was declined,26,
where is my pin i dont have it yet,38,
my top up says it is still pending,47,
i was transferring some money to a friend which i thought would be free but i see there is a charge whats up with that,64,
my identity has been stolen i still have my physical card but there are charges i didnt make on my account how do i cancel this card or dispute the charges,20,
im not sure how to complete the identity checks process,69,
can you explain your exchange rates basis,32,
i am sure i have plenty of money to transfer but my transfer is being declined,27,
can my account be topped up by my friends,62,
i havent seen the cash yet from the cheque i deposited,6,
has my topup been cancelled,61,
you provide support in what countries,24,
how long does it take to transfer money my retailer is waiting,66,
i have two of the same charges on my account,63,
how long does an international transfer take i made the transfer from france 2 days ago but it is not showing up in my bank yet,5,
why isnt my balance updating i did a bank transfer and it isnt current,5,
the cash abroad exchange rate is applied wrong,76,
there is a fee for a transfer please explain that to me,64,
why do i need to have my identity verified,74,
i can still see money in my account after making a payment,5,
i see a direct debit payment on my app that i did not do,28,
the money disappeared after i topped up my account,62,
i deactivated my card but would like to reactivate it,13,
how do i delete my account i am dissatisfied with the service,55,
what can i expect at card expiration,9,
i dont think i was supposed to be charged so much,64,
i got a card how do i get it in the app,13,
why did my money disappear when i topped up,61,
atm only gave me 20 instead of 100,75,
i have a card that was deactivated can i reactivate it,13,
can i get money in my home currency at some atm im on holiday and am a bit concerned because i dont have any cash with me it is possible to withdraw here already without any additional cost,76,
what is the virtual card and how can i get one,40,
i live in portugal do you operate here,24,
please tell me how to verify my top up card,71,
any chance of getting the card outside the uk,24,
why am i unable to withdraw money even though in the past ive done it just fine,26,
why did i get charged for a withdrawal,19,
can i use american express with apple pay why does it make my top up not work,2,
what are disposable virtual cards,37,
the transfer keeps failing i tried to transfer some money to friends this morning but it keeps getting rejected for some reason would you please check the issue,35,
i need to top up using a cheque,58,
can you tell me how to get my card on the app,13,
why is my transfer still pending,48,
where should i withdraw money from,3,
why isnt my topup working,59,
if i need to top up with cash where should i look,58,
how can i pay for topups,54,
delete all of my account information and my account right now,55,
how long does a transfer from the uk account usually take after completing the transfer it is not showing up i need to know that everything i actually went okay,5,
can i obtained a visa card,73,
hi i have done a topup but my money was reverted please look into this issue,61,
how do i change my aud into gbp,33,
i have trouble proving my identity,68,
i cannot tell what my top up currently is,62,
how long will it take to urgently transfer something to china,67,
can i directly deposit my salary to this account,50,
why did my transfer not work,35,
can i track the card that was just sent to me,11,
when will the cash that i put in the atm be cleared from pending status,46,
what do i do after my card expires,9,
what is the procedure to transfer money to my account,65,
can i use this card at any atm,3,
someone might have had access to my card,22,
a false direct debit payment is showing in my app,28,
why is my topup pending,47,
my google pay top up isnt working,2,
which atms am i able to change my pin,21,
i withdrew money from an atm today and now my account is showing a different amount than what i withdrew i checked the amount the atm gave me and it looks like it gave me the wrong amount of money what is the best thin for me to do to get this fixed,75,
app malfunctioning does not know its me,68,
what is the daily limit on my card,60,
is it free for top ups,57,
why wont my transfer to another account work,7,
i tried to use the atm today but it would not accept my card,26,
why was i charged for making a withdrawal after i went grocery shopping i withdrew some money from my account and now there is another charge,19,
i see a charge for a direct debit that was not me,28,
why was i charged an extra fee when using an atm,19,
is it possible to get a physical card,43,
why do i need topup to be verified,71,
how long does it take for money to transfer as my balance hasnt been updated,5,
what do i need to do to get my salary through this,50,
what happens if the atm doesnt give the right amount of money,75,
how does on apply fora refund on an item he ordered i ordere an item and have not received it yet so i want to cancel it and get a refund,52,
where do i find the auto top up option,4,
the transfer on my account is not showing up,5,
i bought something on line a and the seller hasnt received the money i sent could you please tell me how long an eu transfer takes,48,
if i want to be able to give my daughter a card for my account would i be allowed to get one for her,39,
how soon will i get my card,12,
can i use my account before the identity verification is complete,74,
how many transactions can go on a disposable card,29,
i live in germany is that one of the countries you are in what other countries are you in,24,
why am i seeing a transfer fee on my bank statement,64,
is it possible to refund an item,52,
why is a transfer i have still pending,48,
help the app has an atm withdrawl that i didnt make,20,
my payment card was declined could you tell me why,25,
hi i made a transfer yesterday that i need to reverse i need to put the money in a different account,8,
where are the virtual cards,40,
are the delivery days flexible my schedule only allows me to be a available on specific dates,12,
i tried to transfer cryptocurrency into my account but was denied,7,
i do not know why i was charged for the 1 transaction,34,
i tried to transfer money but it didnt go through,35,
i tried to withdraw money but was told i didnt have funds,26,
i thought it was free to make a withdrawal so how much does it cost now,19,
ive been trying to transfer funds to topup my card but the transaction is not going through is there something im doing wrong,59,
how many disposable virtual cards can you have,29,
im still waiting for my transaction,66,
my identity is unable to be verified,68,
my account isnt showing a transfer i made,5,
i made a transfer from my uk account a couple of hours ago could you please make sure everything went alright,5,
do i need to verify my topup card,71,
i see a duplicate payment,63,
in my statement i got a €1 extra fee,34,
why did the atm give me less money than what i requested,75,
i need to close my account as soon as possible,55,
why didnt a transfer to my account process,7,
is my account accessible even though my verification of my identity has not passed yet,74,
is there a foreign currencies charge,31,
what was the extra charge for using my card,15,
how much is the charge to top up via credit card,57,
not living in same place need to change details,30,
i wish to cancel a transfer,8,
can usa residents get a card,24,
tell me how to renew my new card,0,
i checked the app and my balance has not been updated for the cash or cheque deposit,6,
how do i verify the topup card,71,
why hasnt the money transfer arrived yet,66,
may i have a visa and a mastercard from you,73,
why do i have duplicate transactions for one purchase,63,
can someone help me unblock my pin,49,
the app is telling me that i am not me,68,
can you please inform me of the restrictions for the disposable cards,29,
what are my payment options,54,
if i need to transfer something quick from china how long does that take,67,
this verifying the top up is annoying,71,
my refund has not hit my account yet,51,
i tried to make a transfer but it failed will you tell me why,35,
i couldnt get the money i needed,75,
i really need to topup my card today urgently but my card keeps getting declined can you please resolve this problem or try an alternative,59,
i only got 20 of the 100 that i attempted to withdraw,75,
a withdraw i tried to make at the atm was declined i dont know why,26,
my card payment did not go through,25,
my morning transaction needs to be canceled,8,
the card payment i attempted to make failed,25,
my transaction from earlier needs to be reversed,8,
i made a cash deposit and the balance wasnt updated,6,
although i am not located in the uk area may i still receive a card,24,
i didnt make this payment,16,
what documentation do i need for the identity check,69,
i believe there is a mistake because a payment i didnt make shows in my app,16,
do i need to verify my topup,71,
i got charged in double and want a refund,63,
is my card denied anywhere,10,
whats go on where is my new card,11,
reason for my card to decline,25,
ive checked multiple times to make sure the account number listed is the right one after attempting to make a transfer within the country the day before yesterday the transfer is still not available so can you please find out what is going on,66,
i need to change details about my personal account,30,
where can i find how to change my name,30,
how do i go through the identity checks,69,
i did a payment with my card but seem that didnt work its still listed as pending since a while ago when does this actually go through,45,
my refund is not showing,51,
i need to withdraw money where can i do that,3,
im trying to top up my card but its still pending and its been an hour is there any way to make it go through faster do i not have enough,47,
can my daughter also have a card issued in her name but linked to my account,39,
what are the reasons to be charged a fee on card payments,15,
why was my transfer charged a fee,64,
my cards expiring a month from now should i place an order for the new card,9,
i was checking my statement and my topup has been reverted,61,
i changed the currency but why is it costing more,17,
i left my phone at the hotel,42,
what should i do if my card payment was cancelled,53,
can i use a credit card from the us to top up,54,
is there a way to link cards if i have one of yours,13,
why do you keep declining my paymenti tried several times already with this card and it is just not working,25,
the app is showing a direct debit transaction that i did not perform,28,
i need assistance activating my card,0,
i used a check check yesterday to balance my account and it isnt showing up,6,
how do i change the pin,21,
i tried to use my debit card but the payment did not work,53,
can i top up using cash,58,
i hate this company can you delete my account,55,
ive use my accounts all the time to manage my payments for my place abroad that i just got i now see that i suddenly have new feesim a frequent customer so why are you charging me new fees instead of rewarding me,64,
i bought something and now i want a refund,52,
my topup hasnt happened yet,47,
can i have money in more than one currency in my account,36,
my balance is not what i thought it was following an atm withdrawal,46,
can i use my apple watch to pay for gas,2,
give me a refund now i am still waiting,51,
what will my exchange rate be,32,
what countries can i use my account in,24,
i bought something and want the money refunded can i get some help with that,52,
will there be extra charges regarding to adding money into my international card,57,
